AGENT_ID,total_ptps,fulfilled,fulfillment_rate,avg_dpd,repromise_rate,visit_rate,remarks_count,tier,last_3_activity,tier_insight
792,210,74,0.3524,85.66,0.3,1.0,209,Bottom Quartile,"{""last_3_remarks"": ""The customer is currently employed, so he was not ready to pay the installment. However, after discussion, one installment was collected online from the customer.\n\n|The customer has shifted to for a job. During a discussion over the phone, the customer stated that he will pay this installment online by the 28th.\n\n|Meeting Done with customer and collect 1 Emi Online Mode "", ""last_3_Total_Outstanding"": ""83005|117370|180908"", ""last_3_ptp_date"": ""2026-04-21:2026-04-20:2026-04-16"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Bottom Quartile: fulfillment 35.2% (27.1pt below cohort avg 62.3%) | works tough accounts (avg DPD 86d vs 64d cohort) | low re-promise rate 30% — tends to escalate rather than re-accept | heavy field-visit usage (100%) | high volume (210 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
5432,147,51,0.3469,98.35,1.0,0.9728,146,Bottom Quartile,"{""last_3_remarks"": ""Customer promise to pay 1 Emi on 26 April |Coustomer promise to pay on 28 March |Coustomer promise to pay on 28 March "", ""last_3_Total_Outstanding"": ""15332|98484|169426"", ""last_3_ptp_date"": ""2026-04-23:2026-03-11:2026-03-11"", ""last_3_promised_date"": ""2026-05-05:2026-04-05:2026-04-05""}",Bottom Quartile: fulfillment 34.7% (27.6pt below cohort avg 62.3%) | works tough accounts (avg DPD 98d vs 64d cohort) | heavy field-visit usage (97%) | high volume (147 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
6858,115,39,0.3391,182.83,0.5391,0.1217,114,Bottom Quartile,"{""last_3_remarks"": ""Cm promise to pay |Cm will make emi this month|Cm will make emi by 25 "", ""last_3_Total_Outstanding"": ""213446|213446|249024"", ""last_3_ptp_date"": ""2025-09-24:2025-08-21:2025-08-21"", ""last_3_promised_date"": ""2025-10-05:2025-09-05:2025-09-05""}",Bottom Quartile: fulfillment 33.9% (28.4pt below cohort avg 62.3%) | works tough accounts (avg DPD 183d vs 64d cohort) | low re-promise rate 54% — tends to escalate rather than re-accept | high volume (115 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
7957,163,55,0.3374,47.09,0.8773,0.0,163,Bottom Quartile,"{""last_3_remarks"": ""28-CM SD HE WILL MAINTAIN THE FUNDS|28-CM SD HE WILL MAINTAIN THE FUNDS|28-CM SD HE WILL MAIMTAIN THE FUNDS"", ""last_3_Total_Outstanding"": ""42699|0|55155"", ""last_3_ptp_date"": ""2025-04-28:2025-04-28:2025-04-28"", ""last_3_promised_date"": ""2025-05-05:2025-05-05:2025-05-05""}",Bottom Quartile: fulfillment 33.7% (28.6pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 47d vs 64d cohort) | call-only agent — no field visits | high volume (163 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
12661,341,114,0.3343,1.35,0.7155,0.0,341,Bottom Quartile,"{""last_3_remarks"": ""cm will pay today link sent to cm |cm will pay today link sent to cm |c will pay today link sent to cm "", ""last_3_Total_Outstanding"": ""52990|88290|178956"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-23"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Bottom Quartile: fulfillment 33.4% (28.9pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 1d vs 64d cohort) | low re-promise rate 72% — tends to escalate rather than re-accept | call-only agent — no field visits | high volume (341 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
7975,69,23,0.3333,186.36,0.8986,0.9855,58,Bottom Quartile,"{""last_3_remarks"": ""Emi pay 7219||"", ""last_3_Total_Outstanding"": ""53923|105534|84360"", ""last_3_ptp_date"": ""2026-01-28:2026-01-27:2026-01-25"", ""last_3_promised_date"": ""2026-02-05:2026-02-05:2026-02-05""}",Bottom Quartile: fulfillment 33.3% (29.0pt below cohort avg 62.3%) | works tough accounts (avg DPD 186d vs 64d cohort) | heavy field-visit usage (99%) | below Q25 threshold 46.3% — priority coaching candidate
6174,52,17,0.3269,227.56,0.9231,0.0,51,Bottom Quartile,"{""last_3_remarks"": ""Ptp|Ptp|Ptp"", ""last_3_Total_Outstanding"": ""30305|222925|409282"", ""last_3_ptp_date"": ""2025-06-17:2025-06-17:2025-06-17"", ""last_3_promised_date"": ""2025-07-05:2025-07-05:2025-07-05""}",Bottom Quartile: fulfillment 32.7% (29.6pt below cohort avg 62.3%) | works tough accounts (avg DPD 228d vs 64d cohort) | call-only agent — no field visits | below Q25 threshold 46.3% — priority coaching candidate
678,138,45,0.3261,207.13,1.0,0.9928,128,Bottom Quartile,"{""last_3_remarks"": ""Ptp|PTP|PTP"", ""last_3_Total_Outstanding"": ""105037|148019|265207"", ""last_3_ptp_date"": ""2025-09-17:2025-09-16:2025-09-16"", ""last_3_promised_date"": ""2025-10-05:2025-10-05:2025-10-05""}",Bottom Quartile: fulfillment 32.6% (29.7pt below cohort avg 62.3%) | works tough accounts (avg DPD 207d vs 64d cohort) | heavy field-visit usage (99%) | high volume (138 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
4847,123,40,0.3252,153.56,0.7724,1.0,0,Bottom Quartile,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""184449|223446|133131"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-23"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Bottom Quartile: fulfillment 32.5% (29.8pt below cohort avg 62.3%) | works tough accounts (avg DPD 154d vs 64d cohort) | heavy field-visit usage (100%) | high volume (123 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
6859,34,11,0.3235,202.03,1.0,0.7647,34,Bottom Quartile,"{""last_3_remarks"": ""Visit done as per given address customer also involved to it work in out of country he also said waiting for fund after pay emi dues|Visit done as per given address customer meet also he also work in factory also said fund required in family so some financial crisis so soon  pay emi dues|Visit done as per given address customer also work  software engineer he also pay emi after receive salary"", ""last_3_Total_Outstanding"": ""119699|90384|119699"", ""last_3_ptp_date"": ""2026-01-16:2025-12-08:2025-10-16"", ""last_3_promised_date"": ""2026-02-05:2026-01-05:2025-11-05""}",Bottom Quartile: fulfillment 32.4% (30.0pt below cohort avg 62.3%) | works tough accounts (avg DPD 202d vs 64d cohort) | heavy field-visit usage (76%) | below Q25 threshold 46.3% — priority coaching candidate
3344,65,21,0.3231,193.83,1.0,1.0,0,Bottom Quartile,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""58227|12068|37851"", ""last_3_ptp_date"": ""2026-04-17:2026-04-17:2026-04-17"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Bottom Quartile: fulfillment 32.3% (30.0pt below cohort avg 62.3%) | works tough accounts (avg DPD 194d vs 64d cohort) | heavy field-visit usage (100%) | below Q25 threshold 46.3% — priority coaching candidate
5770,909,292,0.3212,184.42,0.7382,0.846,113,Bottom Quartile,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""12210|30641|23151"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-22"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Bottom Quartile: fulfillment 32.1% (30.2pt below cohort avg 62.3%) | works tough accounts (avg DPD 184d vs 64d cohort) | heavy field-visit usage (85%) | high volume (909 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
4851,81,26,0.321,177.58,0.6543,1.0,70,Bottom Quartile,"{""last_3_remarks"": ""Paid |Promise to pay |PtP "", ""last_3_Total_Outstanding"": ""142005|142287|307034"", ""last_3_ptp_date"": ""2025-05-26:2025-05-25:2025-05-20"", ""last_3_promised_date"": ""2025-06-05:2025-06-05:2025-06-05""}",Bottom Quartile: fulfillment 32.1% (30.2pt below cohort avg 62.3%) | works tough accounts (avg DPD 178d vs 64d cohort) | low re-promise rate 65% — tends to escalate rather than re-accept | heavy field-visit usage (100%) | below Q25 threshold 46.3% — priority coaching candidate
12969,72,23,0.3194,1.25,0.9028,0.0,72,Bottom Quartile,"{""last_3_remarks"": ""R2479743419854\n23 Apr 2026 02:44 PM\nCollected\n474\nDigital\nUPI\n2200307295095\nOther Charges\n|PTP CB 23/4/26 AT  5 MIN  |ptp cb 23/4/26 ; mode;pp  amt:474 at  5 min "", ""last_3_Total_Outstanding"": ""474|456|474"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-23"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Bottom Quartile: fulfillment 31.9% (30.4pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 1d vs 64d cohort) | call-only agent — no field visits | below Q25 threshold 46.3% — priority coaching candidate
3667,22,7,0.3182,263.91,0.2273,0.5455,18,Bottom Quartile,"{""last_3_remarks"": ""||Cs pay today "", ""last_3_Total_Outstanding"": ""90246|176937|30644"", ""last_3_ptp_date"": ""2025-05-19:2025-05-09:2025-05-07"", ""last_3_promised_date"": ""2025-06-05:2025-06-05:2025-06-05""}",Bottom Quartile: fulfillment 31.8% (30.5pt below cohort avg 62.3%) | works tough accounts (avg DPD 264d vs 64d cohort) | low re-promise rate 23% — tends to escalate rather than re-accept | heavy field-visit usage (55%) | low volume (22 PTPs) — tier may be noisy | below Q25 threshold 46.3% — priority coaching candidate
5215,240,76,0.3167,212.9,0.9875,1.0,3,Bottom Quartile,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""235075|16858|35922"", ""last_3_ptp_date"": ""2026-04-23:2026-04-09:2026-04-09"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Bottom Quartile: fulfillment 31.7% (30.6pt below cohort avg 62.3%) | works tough accounts (avg DPD 213d vs 64d cohort) | heavy field-visit usage (100%) | high volume (240 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
7419,426,134,0.3146,109.87,0.7465,0.0,426,Bottom Quartile,"{""last_3_remarks"": ""paid |cm will be pay today |cm will be pay today "", ""last_3_Total_Outstanding"": ""43707|110072|75771"", ""last_3_ptp_date"": ""2025-04-23:2025-04-23:2025-04-22"", ""last_3_promised_date"": ""2025-05-05:2025-05-05:2025-05-05""}",Bottom Quartile: fulfillment 31.5% (30.8pt below cohort avg 62.3%) | works tough accounts (avg DPD 110d vs 64d cohort) | call-only agent — no field visits | high volume (426 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
3404,58,18,0.3103,146.72,0.6552,1.0,2,Bottom Quartile,"{""last_3_remarks"": ""Customer give ptp||"", ""last_3_Total_Outstanding"": ""254012|67308|33744"", ""last_3_ptp_date"": ""2025-11-24:2025-11-17:2025-11-17"", ""last_3_promised_date"": ""2025-12-05:2025-12-05:2025-12-05""}",Bottom Quartile: fulfillment 31.0% (31.3pt below cohort avg 62.3%) | works tough accounts (avg DPD 147d vs 64d cohort) | low re-promise rate 66% — tends to escalate rather than re-accept | heavy field-visit usage (100%) | below Q25 threshold 46.3% — priority coaching candidate
7365,26,8,0.3077,113.69,0.9615,0.0,26,Bottom Quartile,"{""last_3_remarks"": ""customer said he will maintain balance in his a/c on 4th feb|customer said he will maintain balance in his a/c on 4th feb|customer said he will maintain balance in his a/c on 4th feb"", ""last_3_Total_Outstanding"": ""38925|42135|7059"", ""last_3_ptp_date"": ""2025-01-30:2025-01-30:2025-01-30"", ""last_3_promised_date"": ""2025-02-05:2025-02-05:2025-02-05""}",Bottom Quartile: fulfillment 30.8% (31.5pt below cohort avg 62.3%) | works tough accounts (avg DPD 114d vs 64d cohort) | call-only agent — no field visits | low volume (26 PTPs) — tier may be noisy | below Q25 threshold 46.3% — priority coaching candidate
11372,72,22,0.3056,38.31,0.3611,1.0,72,Bottom Quartile,"{""last_3_remarks"": ""Customer paid emi amount |visit customer kyc address meet customer he was doing construction business present facing financial issue after long discussion he agree to pay 2 emis on 20th|visit customer kyc address meet customer he was doing construction business present facing financial issue after long discussion he agree to pay 2 emis on 20th"", ""last_3_Total_Outstanding"": ""274585|192804|185494"", ""last_3_ptp_date"": ""2026-03-30:2026-03-16:2026-03-16"", ""last_3_promised_date"": ""2026-04-05:2026-04-05:2026-04-05""}",Bottom Quartile: fulfillment 30.6% (31.7pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 38d vs 64d cohort) | low re-promise rate 36% — tends to escalate rather than re-accept | heavy field-visit usage (100%) | below Q25 threshold 46.3% — priority coaching candidate
387,36,11,0.3056,574.33,1.0,1.0,29,Bottom Quartile,"{""last_3_remarks"": ""||PTP"", ""last_3_Total_Outstanding"": ""201043|257090|27125"", ""last_3_ptp_date"": ""2026-04-20:2026-04-16:2026-04-08"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Bottom Quartile: fulfillment 30.6% (31.7pt below cohort avg 62.3%) | works tough accounts (avg DPD 574d vs 64d cohort) | heavy field-visit usage (100%) | below Q25 threshold 46.3% — priority coaching candidate
6759,82,25,0.3049,316.89,0.9878,0.7317,82,Bottom Quartile,"{""last_3_remarks"": ""Customer promise to pay |Customer promise to pay |Customer promise to pay "", ""last_3_Total_Outstanding"": ""201509|143229|201509"", ""last_3_ptp_date"": ""2025-05-22:2025-05-15:2025-05-15"", ""last_3_promised_date"": ""2025-06-05:2025-06-05:2025-06-05""}",Bottom Quartile: fulfillment 30.5% (31.8pt below cohort avg 62.3%) | works tough accounts (avg DPD 317d vs 64d cohort) | heavy field-visit usage (73%) | below Q25 threshold 46.3% — priority coaching candidate
668,113,34,0.3009,203.12,0.7345,1.0,112,Bottom Quartile,"{""last_3_remarks"": ""Customer salary let issue customer given PTP next 2/3 days|Customer given PTP 29 may |Customer salary let issue customer given PTP tomorrow eod pay emi online"", ""last_3_Total_Outstanding"": ""273932|67949|436198"", ""last_3_ptp_date"": ""2025-05-28:2025-05-28:2025-05-28"", ""last_3_promised_date"": ""2025-06-05:2025-06-05:2025-06-05""}",Bottom Quartile: fulfillment 30.1% (32.2pt below cohort avg 62.3%) | works tough accounts (avg DPD 203d vs 64d cohort) | heavy field-visit usage (100%) | high volume (113 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
11627,100,30,0.3,63.31,0.99,1.0,100,Bottom Quartile,"{""last_3_remarks"": ""Login |Login |Login "", ""last_3_Total_Outstanding"": ""58979|52734|47529"", ""last_3_ptp_date"": ""2026-01-31:2026-01-31:2026-01-31"", ""last_3_promised_date"": ""2026-02-05:2026-02-05:2026-02-05""}",Bottom Quartile: fulfillment 30.0% (32.3pt below cohort avg 62.3%) | heavy field-visit usage (100%) | below Q25 threshold 46.3% — priority coaching candidate
4515,30,9,0.3,31.37,0.9667,1.0,30,Bottom Quartile,"{""last_3_remarks"": ""Customer payment kar diga |Customer payment kar diga |Customer payment kar diga "", ""last_3_Total_Outstanding"": ""205614|25487|44386"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-23"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Bottom Quartile: fulfillment 30.0% (32.3pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 31d vs 64d cohort) | heavy field-visit usage (100%) | below Q25 threshold 46.3% — priority coaching candidate
12455,27,8,0.2963,127.26,0.7037,1.0,27,Bottom Quartile,"{""last_3_remarks"": ""Customer ptp on 27th one emi|Cus broke the commitment |Cus broke the commitment "", ""last_3_Total_Outstanding"": ""370824|107929|122311"", ""last_3_ptp_date"": ""2026-04-11:2026-03-31:2026-03-31"", ""last_3_promised_date"": ""2026-05-05:2026-04-05:2026-04-05""}",Bottom Quartile: fulfillment 29.6% (32.7pt below cohort avg 62.3%) | works tough accounts (avg DPD 127d vs 64d cohort) | low re-promise rate 70% — tends to escalate rather than re-accept | heavy field-visit usage (100%) | low volume (27 PTPs) — tier may be noisy | below Q25 threshold 46.3% — priority coaching candidate
3803,41,12,0.2927,231.9,0.9268,1.0,1,Bottom Quartile,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""172516|60201|71009"", ""last_3_ptp_date"": ""2026-04-23:2026-04-17:2026-03-17"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-04-05""}",Bottom Quartile: fulfillment 29.3% (33.0pt below cohort avg 62.3%) | works tough accounts (avg DPD 232d vs 64d cohort) | heavy field-visit usage (100%) | below Q25 threshold 46.3% — priority coaching candidate
7382,48,14,0.2917,324.9,1.0,1.0,0,Bottom Quartile,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""81304|115201|54393"", ""last_3_ptp_date"": ""2025-09-09:2025-09-09:2025-06-30"", ""last_3_promised_date"": ""2025-10-05:2025-10-05:2025-07-05""}",Bottom Quartile: fulfillment 29.2% (33.1pt below cohort avg 62.3%) | works tough accounts (avg DPD 325d vs 64d cohort) | heavy field-visit usage (100%) | below Q25 threshold 46.3% — priority coaching candidate
12154,21,6,0.2857,57.1,0.9048,1.0,21,Bottom Quartile,"{""last_3_remarks"": ""Customer pay the payment before month end |Customer pay the payment before month end |Customer pay the payment before month end "", ""last_3_Total_Outstanding"": ""165372|171375|310111"", ""last_3_ptp_date"": ""2026-04-18:2026-04-18:2026-04-16"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Bottom Quartile: fulfillment 28.6% (33.7pt below cohort avg 62.3%) | heavy field-visit usage (100%) | low volume (21 PTPs) — tier may be noisy | below Q25 threshold 46.3% — priority coaching candidate
11378,49,14,0.2857,73.47,0.9388,1.0,49,Bottom Quartile,"{""last_3_remarks"": ""Cm promise to pay |Cm promise to pay |Cm promise to pay "", ""last_3_Total_Outstanding"": ""45600|31544|42151"", ""last_3_ptp_date"": ""2026-04-09:2026-03-24:2026-03-24"", ""last_3_promised_date"": ""2026-05-05:2026-04-05:2026-04-05""}",Bottom Quartile: fulfillment 28.6% (33.7pt below cohort avg 62.3%) | heavy field-visit usage (100%) | below Q25 threshold 46.3% — priority coaching candidate
684,53,15,0.283,231.21,1.0,0.5283,42,Bottom Quartile,"{""last_3_remarks"": ""Costumer 31ki bol Raha h |Promise to pay |Promise to pay "", ""last_3_Total_Outstanding"": ""108980|49772|104477"", ""last_3_ptp_date"": ""2026-01-28:2025-11-11:2025-11-10"", ""last_3_promised_date"": ""2026-02-05:2025-12-05:2025-12-05""}",Bottom Quartile: fulfillment 28.3% (34.0pt below cohort avg 62.3%) | works tough accounts (avg DPD 231d vs 64d cohort) | heavy field-visit usage (53%) | below Q25 threshold 46.3% — priority coaching candidate
1334,256,71,0.2773,196.59,0.9531,0.9453,253,Bottom Quartile,"{""last_3_remarks"": ""Customer place visit customer paid |Customer place visit customer paid |Customer place visit EMI amount paid "", ""last_3_Total_Outstanding"": ""133134|177367|155124"", ""last_3_ptp_date"": ""2025-11-21:2025-11-21:2025-11-21"", ""last_3_promised_date"": ""2025-12-05:2025-12-05:2025-12-05""}",Bottom Quartile: fulfillment 27.7% (34.6pt below cohort avg 62.3%) | works tough accounts (avg DPD 197d vs 64d cohort) | heavy field-visit usage (95%) | high volume (256 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
7519,75,20,0.2667,54.0,0.7733,0.0,75,Bottom Quartile,"{""last_3_remarks"": ""17CM SD PAID EMI BUT CANY PAY OVERDUE|17CM SD WILL PAY NOW|17CM SD WILL PAY ON 18-MAR"", ""last_3_Total_Outstanding"": ""266352|187644|17269"", ""last_3_ptp_date"": ""2025-03-17:2025-03-17:2025-03-17"", ""last_3_promised_date"": ""2025-04-05:2025-04-05:2025-04-05""}",Bottom Quartile: fulfillment 26.7% (35.6pt below cohort avg 62.3%) | call-only agent — no field visits | below Q25 threshold 46.3% — priority coaching candidate
6114,438,114,0.2603,25.27,0.9406,0.0,438,Bottom Quartile,"{""last_3_remarks"": ""cm said he will charge payment done but not showing CN|cm said he will charge payment done|cm said he will charge payment done by NACH"", ""last_3_Total_Outstanding"": ""41035|13914|7669"", ""last_3_ptp_date"": ""2025-04-24:2025-04-24:2025-04-23"", ""last_3_promised_date"": ""2025-05-05:2025-05-05:2025-05-05""}",Bottom Quartile: fulfillment 26.0% (36.3pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 25d vs 64d cohort) | call-only agent — no field visits | high volume (438 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
666,27,7,0.2593,203.93,0.9259,0.7778,27,Bottom Quartile,"{""last_3_remarks"": ""Customer residence address visited but customer not available. Door locked. Spoke with him over the same and discussed. He said, he is out of station for a site visit and will clear the EMI on 26th for both the loans. He received a cheque and it got bounced and couldn't honour the EMI last week. Promised to pay the EMI on 26th for both the loans |Customer residence address is live. Visited but door locked from inside. No response for a long time. Then visited his office address and met with customer. He said, will clear the EMI for both the loans on 13th. Follow up is going on |Visited customer residence and met customer.  He said, will pay the EMI on 31st. "", ""last_3_Total_Outstanding"": ""362539|362539|362539"", ""last_3_ptp_date"": ""2026-02-20:2026-02-10:2026-01-29"", ""last_3_promised_date"": ""2026-03-05:2026-03-05:2026-02-05""}",Bottom Quartile: fulfillment 25.9% (36.4pt below cohort avg 62.3%) | works tough accounts (avg DPD 204d vs 64d cohort) | heavy field-visit usage (78%) | low volume (27 PTPs) — tier may be noisy | below Q25 threshold 46.3% — priority coaching candidate
609,805,208,0.2584,243.53,0.8534,0.6919,254,Bottom Quartile,"{""last_3_remarks"": ""Ptp given by customer mother as customer is went to Bangalore |PTP given from the customer |PTP given to pay due to funds issue"", ""last_3_Total_Outstanding"": ""353575|227545|223181"", ""last_3_ptp_date"": ""2026-03-23:2026-02-27:2026-02-16"", ""last_3_promised_date"": ""2026-04-05:2026-03-05:2026-03-05""}",Bottom Quartile: fulfillment 25.8% (36.5pt below cohort avg 62.3%) | works tough accounts (avg DPD 244d vs 64d cohort) | heavy field-visit usage (69%) | high volume (805 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
5156,74,19,0.2568,276.82,0.6622,1.0,73,Bottom Quartile,"{""last_3_remarks"": ""Customer agreed to clear |Customer agreed to clear |Customer agreed to clear "", ""last_3_Total_Outstanding"": ""143297|131726|64517"", ""last_3_ptp_date"": ""2025-07-15:2025-07-12:2025-07-12"", ""last_3_promised_date"": ""2025-08-05:2025-08-05:2025-08-05""}",Bottom Quartile: fulfillment 25.7% (36.6pt below cohort avg 62.3%) | works tough accounts (avg DPD 277d vs 64d cohort) | low re-promise rate 66% — tends to escalate rather than re-accept | heavy field-visit usage (100%) | below Q25 threshold 46.3% — priority coaching candidate
5893,39,10,0.2564,186.05,0.9231,0.4615,38,Bottom Quartile,"{""last_3_remarks"": ""customer already made the emi payment|Visited at customer residence address and customer house available said l will pay to 6th March |Visited at customer residence address and customer house available said l will pay to 30th March "", ""last_3_Total_Outstanding"": ""181959|136945|76186"", ""last_3_ptp_date"": ""2026-04-07:2026-04-04:2026-03-30"", ""last_3_promised_date"": ""2026-05-05:2026-04-05:2026-04-05""}",Bottom Quartile: fulfillment 25.6% (36.7pt below cohort avg 62.3%) | works tough accounts (avg DPD 186d vs 64d cohort) | below Q25 threshold 46.3% — priority coaching candidate
2417,20,5,0.25,274.2,0.55,0.95,14,Bottom Quartile,"{""last_3_remarks"": ""||Cm is ready for the settlement "", ""last_3_Total_Outstanding"": ""218939|119411|284071"", ""last_3_ptp_date"": ""2026-04-23:2026-04-13:2026-04-13"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Bottom Quartile: fulfillment 25.0% (37.3pt below cohort avg 62.3%) | works tough accounts (avg DPD 274d vs 64d cohort) | low re-promise rate 55% — tends to escalate rather than re-accept | heavy field-visit usage (95%) | low volume (20 PTPs) — tier may be noisy | below Q25 threshold 46.3% — priority coaching candidate
5021,325,81,0.2492,106.28,0.7354,0.0,325,Bottom Quartile,"{""last_3_remarks"": ""paid |cm aid i will pay today |cm said i will pay today "", ""last_3_Total_Outstanding"": ""74222|294503|239733"", ""last_3_ptp_date"": ""2025-04-23:2025-04-23:2025-04-23"", ""last_3_promised_date"": ""2025-05-05:2025-05-05:2025-05-05""}",Bottom Quartile: fulfillment 24.9% (37.4pt below cohort avg 62.3%) | works tough accounts (avg DPD 106d vs 64d cohort) | call-only agent — no field visits | high volume (325 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
7115,53,13,0.2453,77.94,0.9057,0.0,53,Bottom Quartile,"{""last_3_remarks"": ""11 CM SD TO BE PAID TOMORROW/|13 CM SD TO BE PAID TODAY|10 CM SD TO BE PAID TODAY"", ""last_3_Total_Outstanding"": ""9272|500973|500973"", ""last_3_ptp_date"": ""2025-07-11:2025-06-13:2025-06-10"", ""last_3_promised_date"": ""2025-08-01:2025-07-05:2025-07-05""}",Bottom Quartile: fulfillment 24.5% (37.8pt below cohort avg 62.3%) | call-only agent — no field visits | below Q25 threshold 46.3% — priority coaching candidate
3777,112,27,0.2411,246.38,0.5804,0.875,91,Bottom Quartile,"{""last_3_remarks"": ""Meet customer at his job address.customer asked that he will make payment on today's evening.|Customer asked to ptp on 30th.|Customer asked to ptp on 29th."", ""last_3_Total_Outstanding"": ""219846|167233|56956"", ""last_3_ptp_date"": ""2025-11-20:2025-10-28:2025-10-28"", ""last_3_promised_date"": ""2025-12-05:2025-11-05:2025-11-05""}",Bottom Quartile: fulfillment 24.1% (38.2pt below cohort avg 62.3%) | works tough accounts (avg DPD 246d vs 64d cohort) | low re-promise rate 58% — tends to escalate rather than re-accept | heavy field-visit usage (88%) | high volume (112 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
5590,196,43,0.2194,37.45,0.5408,1.0,184,Bottom Quartile,"{""last_3_remarks"": ""Paid |Paid |Paid "", ""last_3_Total_Outstanding"": ""31844|20018|94791"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-23"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Bottom Quartile: fulfillment 21.9% (40.4pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 37d vs 64d cohort) | low re-promise rate 54% — tends to escalate rather than re-accept | heavy field-visit usage (100%) | high volume (196 PTPs) — tier is statistically reliable | below Q25 threshold 46.3% — priority coaching candidate
11245,23,5,0.2174,144.48,0.4348,0.9565,0,Bottom Quartile,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""46158|77773|77773"", ""last_3_ptp_date"": ""2026-01-11:2026-01-11:2025-12-19"", ""last_3_promised_date"": ""2026-02-05:2026-02-05:2026-01-05""}",Bottom Quartile: fulfillment 21.7% (40.6pt below cohort avg 62.3%) | works tough accounts (avg DPD 144d vs 64d cohort) | low re-promise rate 43% — tends to escalate rather than re-accept | heavy field-visit usage (96%) | low volume (23 PTPs) — tier may be noisy | below Q25 threshold 46.3% — priority coaching candidate
5395,28,6,0.2143,34.18,0.3571,1.0,4,Bottom Quartile,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""37968|35619|43916"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-23"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Bottom Quartile: fulfillment 21.4% (40.9pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 34d vs 64d cohort) | low re-promise rate 36% — tends to escalate rather than re-accept | heavy field-visit usage (100%) | low volume (28 PTPs) — tier may be noisy | below Q25 threshold 46.3% — priority coaching candidate
